"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тест выполняет математические операции, с установленной задержкой времени","45884","Работа калькулятора","","Tue Dec 17 12:05:48 MSK 2024","passed","Tue Dec 17 12:06:34 MSK 2024","","test_calculator","",""
